,polarity_oplexicon,polarity_sentilex,subject,journal,sent_none,sent_neg,sent_pos,sent_neut,opl_none,opl_neg,opl_pos,opl_neut,fileid
1544,14,3,prisao-lula,folha,443,10,13,0,366,18,32,50,www1.folha.uol.com.br___mercado_2018_04_dolar-fecha-a-r-342-e-bate-maior-valor-desde-dezembro-de-2016-com-politica.shtml.txt
1545,5,1,reforma-previdencia,folha,188,4,5,1,139,11,16,32,www1.folha.uol.com.br___mercado_2019_02_ao-entregar-reforma-bolsonaro-diz-que-errou-no-passado-ao-votar-contra-mudancas-na-aposentadoria.shtml.txt
1546,7,7,reforma-previdencia,folha,559,4,11,2,438,24,31,83,www1.folha.uol.com.br___mercado_2019_02_definicao-sobre-idade-minima-na-reforma-da-previdencia-sera-de-bolsonaro.shtml.txt
1547,10,6,reforma-previdencia,folha,1137,5,11,5,970,22,32,134,www1.folha.uol.com.br___mercado_2019_02_entenda-os-principais-pontos-da-reforma-da-previdencia.shtml.txt
1548,13,-4,reforma-previdencia,folha,275,9,5,0,216,9,22,42,www1.folha.uol.com.br___mercado_2019_02_meta-e-garantir-ate-330-votos-a-favor-da-reforma-da-previdencia-em-dois-meses-diz-maia.shtml.txt
1549,21,-2,reforma-previdencia,folha,426,6,4,1,317,16,37,67,www1.folha.uol.com.br___mercado_2019_02_reforma-tira-da-constituicao-regras-da-previdencia-social.shtml.txt
1550,14,-7,reforma-previdencia,folha,452,16,9,5,359,25,39,59,www1.folha.uol.com.br___mercado_2019_03_contra-bolsonaro-centrao-quer-resgatar-reforma-da-previdencia-de-temer.shtml.txt
1551,-5,-5,reforma-previdencia,folha,454,11,6,1,354,29,24,65,www1.folha.uol.com.br___mercado_2019_03_maia-muda-o-tom-politico-na-defesa-da-reforma-da-previdencia.shtml.txt
1552,4,3,reforma-previdencia,folha,283,3,6,1,208,22,26,37,www1.folha.uol.com.br___mercado_2019_04_governo-ainda-precisa-fazer-calculos-para-divulgar-impactos-da-reforma-da-previdencia-diz-secretario.shtml.txt
1553,10,3,reforma-previdencia,folha,260,1,4,2,192,13,23,39,www1.folha.uol.com.br___mercado_2019_05_empresarios-consideram-previdencia-aprovada-e-pedem-novas-reformas.shtml.txt
1554,-5,5,reforma-previdencia,folha,329,5,10,1,274,17,12,42,www1.folha.uol.com.br___mercado_2019_05_na-camara-guedes-diz-que-15-mais-ricos-concentram-47-da-previdencia.shtml.txt
1555,2,3,reforma-previdencia,folha,297,2,5,0,245,13,15,31,www1.folha.uol.com.br___mercado_2019_06_25-governadores-pedem-que-reforma-da-previdencia-atinja-estados.shtml.txt
1556,14,1,reforma-previdencia,folha,502,11,12,7,400,27,41,64,www1.folha.uol.com.br___mercado_2019_06_camara-lidera-reforma-da-previdencia-mas-governo-tem-que-ajudar-diz-relator.shtml.txt
1557,12,5,reforma-previdencia,folha,297,3,8,0,231,8,20,49,www1.folha.uol.com.br___mercado_2019_06_contra-previdencia-centrais-preparam-greve-geral-e-prometem-parar-transportes-na-sexta.shtml.txt
1558,5,5,reforma-previdencia,folha,231,0,5,0,192,8,13,23,www1.folha.uol.com.br___mercado_2019_06_economia-com-reforma-da-previdencia-pode-cair-a-r-850-bi-em-dez-anos.shtml.txt
1559,8,0,reforma-previdencia,folha,170,3,3,1,131,7,15,24,www1.folha.uol.com.br___mercado_2019_06_mesmo-com-liminar-suspendendo-greve-no-metro-e-cptm-sindicatos-reafirmam-paralisacao.shtml.txt
1560,5,-1,reforma-previdencia,folha,255,4,3,0,206,12,17,27,www1.folha.uol.com.br___mercado_2019_06_por-apoio-de-ruralistas-reforma-da-previdencia-deve-manter-isencao-a-exportacao-e-poupar-trabalhador-rural.shtml.txt
1561,24,10,reforma-previdencia,folha,347,1,11,4,272,6,30,55,www1.folha.uol.com.br___mercado_2019_06_servidor-homem-ate-escapa-da-reforma-da-previdencia-mulher-nao.shtml.txt
1562,4,4,reforma-previdencia,folha,357,4,8,2,301,15,19,36,www1.folha.uol.com.br___mercado_2019_07_com-sinais-favoraveis-a-aprovacao-camara-deve-votar-reforma-da-previdencia-nesta-4a.shtml.txt
1563,20,15,reforma-previdencia,folha,344,3,18,4,270,14,34,51,www1.folha.uol.com.br___mercado_2019_07_maia-quer-votar-previdencia-na-proxima-semana-e-diz-que-resultado-vai-surpreender.shtml.txt
1564,13,4,reforma-previdencia,folha,447,4,8,3,363,16,29,54,www1.folha.uol.com.br___mercado_2019_07_por-36-a-13-texto-base-da-reforma-da-previdencia-e-aprovada-na-comissao-especial.shtml.txt
1565,6,-2,reforma-previdencia,folha,167,2,0,0,128,8,14,19,www1.folha.uol.com.br___mercado_2019_07_psl-muda-de-posicao-e-apresenta-proposta-para-desidratar-previdencia.shtml.txt
1566,5,1,reforma-previdencia,folha,177,5,6,0,141,7,12,28,www1.folha.uol.com.br___mercado_2019_07_veja-os-pontos-ja-aprovados-que-suavizam-a-reforma-da-previdencia.shtml.txt
1567,20,21,reforma-previdencia,folha,611,2,23,6,498,20,40,84,www1.folha.uol.com.br___mercado_2019_08_camara-conclui-votacao-da-reforma-da-previdencia-proposta-segue-para-o-senado.shtml.txt
1568,14,-1,reforma-previdencia,folha,730,21,20,10,559,55,69,98,www1.folha.uol.com.br___mercado_2019_08_quanto-mais-calado-bolsonaro-ficar-mais-facil-se-aprova-a-previdencia-diz-tasso-jereissati.shtml.txt
1569,39,12,reforma-previdencia,folha,674,2,14,4,505,22,61,106,www1.folha.uol.com.br___mercado_2019_08_reforma-pode-ser-melhor-que-regra-atual-para-parte-dos-trabalhadores.shtml.txt
1570,-6,1,reforma-previdencia,folha,373,3,4,3,296,25,19,43,www1.folha.uol.com.br___mercado_2019_09_senado-apresenta-mais-de-460-emendas-a-reforma-da-previdencia-superando-a-camara.shtml.txt
1571,-5,-1,reforma-previdencia,folha,381,8,7,4,313,23,18,46,www1.folha.uol.com.br___mercado_2019_10_crise-com-o-congresso-ameaca-reforma-da-previdencia.shtml.txt
1572,7,6,reforma-previdencia,folha,189,0,6,0,164,7,14,10,www1.folha.uol.com.br___mercado_2019_10_saiba-como-fica-o-desconto-do-inss-no-salario-apos-a-reforma-da-previdencia.shtml.txt
1573,24,13,reforma-previdencia,folha,570,3,16,4,444,21,45,83,www1.folha.uol.com.br___mercado_2019_10_senado-conclui-aprovacao-da-reforma-da-previdencia-novas-regras-entram-em-vigor-apos-promulgacao.shtml.txt
1574,7,7,reforma-previdencia,folha,415,7,14,0,319,21,28,68,www1.folha.uol.com.br___mercado_2019_10_sob-protestos-comissao-conclui-votacao-da-reforma-da-previdencia-dos-militares.shtml.txt
1575,6,-3,soltura-lula,folha,353,9,6,6,281,20,26,47,www1.folha.uol.com.br___mercado_2019_11_bolsa-e-dolar-ensaiam-recuperacao-pos-efeito-lula.shtml.txt
1576,4,5,reforma-previdencia,folha,303,2,7,3,243,14,18,40,www1.folha.uol.com.br___mercado_2019_11_congresso-promulga-nova-previdencia-que-comeca-a-valer-a-partir-da-publicacao-oficial.shtml.txt
1577,-3,-8,soltura-lula,folha,310,15,7,3,254,17,14,50,www1.folha.uol.com.br___mercado_2019_11_dolar-tem-maior-alta-semanal-desde-agosto-de-2018-com-soltura-de-lula.shtml.txt
1578,5,5,reforma-previdencia,folha,333,3,8,1,271,14,19,41,www1.folha.uol.com.br___mercado_2019_11_maia-ve-cenario-dificil-para-pec-paralela-da-previdencia-na-camara.shtml.txt
1579,10,7,reforma-previdencia,folha,277,2,9,2,221,11,21,37,www1.folha.uol.com.br___mercado_2019_11_reforma-da-previdencia-sera-promulgada-na-terca-diz-alcolumbre.shtml.txt
1580,-7,1,impeachment-dilma,folha,206,3,4,1,167,15,8,24,www1.folha.uol.com.br___mundo_2016_05_1770475-jornais-internacionais-repercutem-o-afastamento-de-dilma-rousseff.shtml.txt
1581,3,-7,prisao-lula,folha,356,29,22,3,287,27,30,66,www1.folha.uol.com.br___opiniao_2018_04_guilherme-boulos-e-manuela-davila-um-atentado-a-democracia.shtml.txt
1582,-4,5,impeachment-dilma,folha,499,11,16,7,421,31,27,54,www1.folha.uol.com.br___poder_2016_03_1752791-tenho-certeza-de-que-nao-vai-ter-golpe-diz-dilma.shtml.txt
1583,1,-5,impeachment-dilma,folha,400,11,6,3,297,22,23,78,www1.folha.uol.com.br___poder_2016_03_1754357-dilma-teme-que-pp-pr-e-psd-sigam-pmdb-na-debandada-do-governo.shtml.txt
1584,1,10,impeachment-dilma,folha,417,6,16,1,327,25,26,62,www1.folha.uol.com.br___poder_2016_03_1755585-impeachment-sem-crime-de-responsabilidade-e-golpe-diz-dilma.shtml.txt
1585,9,-3,impeachment-dilma,folha,415,9,6,6,348,19,28,41,www1.folha.uol.com.br___poder_2016_04_1757067-em-resposta-a-editorial-da-folha-dilma-diz-que-jamais-renunciara.shtml.txt
1586,6,2,impeachment-dilma,folha,414,5,7,6,325,28,34,45,www1.folha.uol.com.br___poder_2016_04_1758777-na-camara-60-dizem-votar-pelo-impeachment-de-dilma-rousseff.shtml.txt
1587,16,-16,impeachment-dilma,folha,524,23,7,2,422,25,41,68,www1.folha.uol.com.br___poder_2016_04_1759725-temer-divulga-audio-em-que-fala-como-se-impeachment-estivesse-aprovado.shtml.txt
1588,1,1,impeachment-dilma,folha,150,2,3,1,119,11,12,14,www1.folha.uol.com.br___poder_2016_04_1760702-lula-diz-que-nao-saira-das-ruas-se-dilma-for-derrotada-em-impeachment.shtml.txt
1589,-3,2,impeachment-dilma,folha,372,3,5,4,319,17,14,34,www1.folha.uol.com.br___poder_2016_04_1760735-apos-adesao-do-psd-ao-impeachment-de-dilma-oposicao-ja-fala-em-vitoria.shtml.txt
1590,-3,1,impeachment-dilma,folha,398,6,7,1,310,24,21,57,www1.folha.uol.com.br___poder_2016_04_1760873-aliados-de-dilma-divulgam-lista-de-deputados-contrarios-a-impeachment.shtml.txt
1591,5,5,impeachment-dilma,folha,178,3,8,0,146,12,17,14,www1.folha.uol.com.br___poder_2016_04_1761189-agu-considera-importante-stf-ter-reconhecido-limites-da-denuncia-contra-dilma.shtml.txt
1592,9,1,impeachment-dilma,folha,547,12,13,4,446,30,39,61,www1.folha.uol.com.br___poder_2016_04_1761977-camara-da-aval-a-impeachment-de-dilma-senado-decidira-afastamento.shtml.txt
1593,8,-7,impeachment-dilma,folha,236,14,7,0,200,15,23,19,www1.folha.uol.com.br___poder_2016_04_1762217-manifestantes-pro-e-contra-dilma-rejeitam-temer-aponta-datafolha.shtml.txt
1594,1,0,impeachment-dilma,folha,146,2,2,0,123,4,5,18,www1.folha.uol.com.br___poder_2016_04_1762870-dilma-desce-a-rampa-do-planalto-e-diz-estar-de-alma-lavada.shtml.txt
1595,4,-4,impeachment-dilma,folha,154,6,2,1,127,6,10,20,www1.folha.uol.com.br___poder_2016_04_1763027-bolsonaro-fez-apologia-ao-crime-na-votacao-do-impeachment-diz-oab.shtml.txt
1596,6,1,impeachment-dilma,folha,286,5,6,1,236,8,14,40,www1.folha.uol.com.br___poder_2016_04_1763395-dilma-embarca-para-os-eua-e-reforcara-fala-contra-impeachment.shtml.txt
1597,5,0,impeachment-dilma,folha,297,5,5,1,231,17,22,38,www1.folha.uol.com.br___poder_2016_04_1765178-dilma-admite-que-afastamento-da-presidencia-se-tornou-inevitavel.shtml.txt
1598,4,1,impeachment-dilma,folha,220,4,5,1,183,10,14,23,www1.folha.uol.com.br___poder_2016_05_1767665-dilma-diz-que-plano-safra-nao-serve-de-base-para-seu-impeachment.shtml.txt
1599,0,-1,impeachment-dilma,folha,93,2,1,1,81,2,2,12,www1.folha.uol.com.br___poder_2016_05_1769553-aliado-de-dilma-flavio-dino-ajudou-a-tentar-barrar-impeachment-na-camara.shtml.txt
1600,-21,-6,impeachment-dilma,folha,454,9,3,1,405,32,11,19,www1.folha.uol.com.br___poder_2016_05_1769639-protestos-em-apoio-a-dilma-travam-avenidas-em-sao-paulo.shtml.txt
1601,0,-1,impeachment-dilma,folha,678,14,13,5,563,37,37,73,www1.folha.uol.com.br___poder_2016_05_1770139-senado-afasta-dilma-da-presidencia-e-michel-temer-assume-nesta-quinta.shtml.txt
1602,2,0,impeachment-dilma,folha,149,2,2,0,110,6,8,29,www1.folha.uol.com.br___poder_2016_05_1770321-como-ultimo-ato-dilma-decide-fazer-pronunciamento-no-planalto.shtml.txt
1603,35,-4,impeachment-dilma,folha,991,15,11,4,799,42,77,103,www1.folha.uol.com.br___poder_2016_05_1774018-em-dialogos-gravados-juca-fala-em-pacto-para-deter-avanco-da-lava-jato.shtml.txt
1604,-9,7,impeachment-dilma,folha,531,6,13,0,434,36,27,53,www1.folha.uol.com.br___poder_2016_06_1781414-lewandowski-derruba-ato-de-comissao-e-autoriza-pericia-pedida-por-dilma.shtml.txt
1605,2,-1,impeachment-dilma,folha,198,2,1,0,170,9,11,11,www1.folha.uol.com.br___poder_2016_06_1786207-pericia-do-senado-demonstra-que-impeachment-e-golpe-afirma-dilma.shtml.txt
1606,-1,-1,impeachment-dilma,folha,151,1,0,0,122,9,8,13,www1.folha.uol.com.br___poder_2016_08_1801052-julgamento-final-do-impeachment-podera-ser-a-partir-de-23-de-agosto.shtml.txt
1607,-21,-2,impeachment-dilma,folha,297,8,6,2,244,27,6,36,www1.folha.uol.com.br___poder_2016_08_1806694-dilma-diz-que-vai-ao-senado-para-que-golpe-nunca-mais-aconteca-no-pais.shtml.txt
1608,-3,-2,impeachment-dilma,folha,210,5,3,3,178,14,11,18,www1.folha.uol.com.br___poder_2016_08_1807056-lewandowski-faz-lobby-enquanto-lidera-sessao-do-impeachment.shtml.txt
1609,-8,-1,impeachment-dilma,folha,297,3,2,2,246,17,9,32,www1.folha.uol.com.br___poder_2016_08_1808019-dilma-apresenta-sua-defesa-no-processo-de-impeachment.shtml.txt
1610,-9,-1,impeachment-dilma,folha,446,16,15,1,360,34,25,59,www1.folha.uol.com.br___poder_2016_08_1808274-em-discurso-no-senado-dilma-diz-temer-a-morte-da-democracia.shtml.txt
1611,-13,6,impeachment-dilma,folha,239,2,8,0,176,22,9,42,www1.folha.uol.com.br___poder_2016_08_1808751-apos-impeachment-dilma-mantem-beneficios-como-ex-presidente-do-pais.shtml.txt
1612,5,-3,impeachment-dilma,folha,618,19,16,2,515,25,30,85,www1.folha.uol.com.br___poder_2016_08_1808784-senado-cassa-mandato-de-dilma-congresso-dara-posse-efetiva-a-temer.shtml.txt
1613,15,1,impeachment-dilma,folha,462,9,10,1,368,19,34,61,www1.folha.uol.com.br___poder_2016_08_1808907-votacao-no-senado-para-cassar-dilma-foi-fatiada-entenda.shtml.txt
1614,11,10,impeachment-dilma,folha,524,16,26,5,427,24,35,85,www1.folha.uol.com.br___poder_2016_08_1809106-leia-na-integra-o-discurso-de-dilma-rousseff-apos-o-impeachment.shtml.txt
1615,-5,2,impeachment-dilma,folha,164,2,4,0,127,12,7,24,www1.folha.uol.com.br___poder_2016_09_1809455-apos-impeachment-dilma-decide-se-mudar-para-o-rio.shtml.txt
1616,-6,-4,impeachment-dilma,folha,365,9,5,7,297,26,20,43,www1.folha.uol.com.br___poder_2016_09_1812703-cunha-diz-que-paga-por-impeachment-e-ameaca-colegas.shtml.txt
1617,-4,9,impeachment-dilma,folha,193,1,10,0,167,10,6,21,www1.folha.uol.com.br___poder_2016_09_1817948-impeachment-foi-tropeco-da-democracia-diz-lewandowski.shtml.txt
1618,4,2,reforma-trabalhista,folha,152,1,3,0,128,5,9,14,www1.folha.uol.com.br___poder_2017_03_1866334-frentes-de-esquerda-protestam-na-quarta-contra-reforma-da-previdencia.shtml.txt
1619,-2,-2,afastamento-aecio,folha,199,3,1,2,162,12,10,21,www1.folha.uol.com.br___poder_2017_05_1885399-irma-de-aecio-neves-presa-pela-pf-era-a-estrategista-do-senador-afastado.shtml.txt
1620,8,0,afastamento-aecio,folha,193,2,2,1,152,10,18,18,www1.folha.uol.com.br___poder_2017_05_1885480-jbs-diz-que-pagou-r-60-milhoes-em-propina-para-aecio-neves-em-2014.shtml.txt
1621,-4,-6,afastamento-aecio,folha,452,20,14,3,375,34,30,50,www1.folha.uol.com.br___poder_2017_05_1885945-aecio-neves-vai-de-quase-presidente-a-senador-afastado-e-vive-inferno.shtml.txt
1622,-2,-7,afastamento-aecio,folha,245,8,1,0,192,17,15,30,www1.folha.uol.com.br___poder_2017_05_1885946-investigacao-de-esquema-da-jbs-reune-2-horas-de-videos-e-2200-grampos.shtml.txt
1623,12,-22,afastamento-aecio,folha,588,36,14,3,490,42,54,55,www1.folha.uol.com.br___poder_2017_05_1886464-autora-de-impeachment-de-dilma-se-decepciona-com-aecio-e-rejeita-fhc.shtml.txt
1624,4,-12,reforma-trabalhista,folha,348,15,3,3,266,25,29,49,www1.folha.uol.com.br___poder_2017_05_1886829-aliados-ja-elaboram-planos-para-a-sucessao-de-temer.shtml.txt
1625,16,3,afastamento-aecio,folha,488,11,14,1,413,19,35,47,www1.folha.uol.com.br___poder_2017_05_1886976-e-evidente-a-minha-enorme-tristeza-diz-luciano-huck-sobre-o-amigo-aecio.shtml.txt
1626,-11,-2,afastamento-aecio,folha,216,5,3,1,191,16,5,13,www1.folha.uol.com.br___poder_2017_06_1890209-suposto-cartel-dos-perrella-atuou-em-presidio-de-andrea-neves.shtml.txt
1627,-1,-3,afastamento-aecio,folha,344,5,2,1,291,15,14,32,www1.folha.uol.com.br___poder_2017_06_1891158-jbs-aponta-repasses-para-antonio-andrade-vice-de-pimentel-em-mg.shtml.txt
1628,2,6,afastamento-aecio,folha,330,0,6,4,290,14,16,20,www1.folha.uol.com.br___poder_2017_06_1892757-eunicio-se-reune-com-fachin-para-discutir-afastamento-de-aecio.shtml.txt
1629,-4,4,afastamento-aecio,folha,207,0,4,0,175,16,12,8,www1.folha.uol.com.br___poder_2017_06_1895017-andrea-neves-deixa-a-prisao-em-belo-horizonte.shtml.txt
1630,22,1,afastamento-aecio,folha,773,23,24,5,627,52,74,72,www1.folha.uol.com.br___poder_2017_06_1897359-ministro-do-stf-devolve-mandato-de-aecio-no-senado-e-nega-prisao-do-senador.shtml.txt
1631,-2,3,afastamento-aecio,folha,394,2,5,0,337,20,18,26,www1.folha.uol.com.br___poder_2017_07_1897883-jbs-usava-supermercados-para-pagamento-de-dinheiro-vivo-de-politicos.shtml.txt
1632,1,-4,afastamento-aecio,folha,445,10,6,3,383,23,24,34,www1.folha.uol.com.br___poder_2017_07_1905520-denuncias-ameacam-reeleicao-de-fernando-pimentel-em-minas.shtml.txt
1633,0,1,afastamento-aecio,folha,552,5,6,4,454,38,38,37,www1.folha.uol.com.br___poder_2017_09_1922008-supremo-afasta-aecio-e-determina-recolhimento-noturno.shtml.txt
1634,-10,-6,afastamento-aecio,folha,195,8,2,2,161,18,8,20,www1.folha.uol.com.br___poder_2017_10_1927868-senado-derruba-medidas-cautelares-contra-aecio-neves.shtml.txt
1635,-5,-12,afastamento-aecio,folha,372,13,1,4,313,21,16,40,www1.folha.uol.com.br___poder_2017_11_1934876-evento-do-psdb-sp-tem-coro-de-fora-aecio-e-tentativa-de-pacificacao.shtml.txt
1636,-6,0,afastamento-aecio,folha,175,1,1,1,148,11,5,14,www1.folha.uol.com.br___poder_2017_12_1941365-ministro-do-stf-revoga-prisao-domiciliar-de-irma-de-aecio.shtml.txt
1637,-11,-5,prisao-lula,folha,207,9,4,1,174,22,11,14,www1.folha.uol.com.br___poder_2018_03_ato-de-lula-em-chapeco-tem-petista-inflamado-e-confronto-entre-manifestantes.shtml.txt
1638,3,-2,prisao-lula,folha,165,5,3,0,137,12,15,9,www1.folha.uol.com.br___poder_2018_03_aviao-com-faixa-contra-lula-provoca-apoiadores-do-petista-no-rs.shtml.txt
1639,18,0,prisao-lula,folha,247,9,9,3,200,10,28,30,www1.folha.uol.com.br___poder_2018_03_constituicao-e-clara-ao-vetar-prisao-em-2a-instancia-dizem-especialistas.shtml.txt
1640,3,-7,prisao-lula,folha,254,13,6,1,233,5,8,28,www1.folha.uol.com.br___poder_2018_03_munidos-de-ovos-manifestantes-anti-lula-fazem-carreata-em-curitiba.shtml.txt
1641,16,-6,prisao-lula,folha,447,17,11,4,375,19,35,50,www1.folha.uol.com.br___poder_2018_03_pressionada-carmen-lucia-pauta-julgamento-de-habeas-corpus-de-lula-para-quinta.shtml.txt
1642,14,2,prisao-lula,folha,468,19,21,2,401,23,37,49,www1.folha.uol.com.br___poder_2018_03_se-lula-for-preso-caminho-sera-pedir-habeas-corpus-no-stj-diz-sepulveda.shtml.txt
1643,3,-10,prisao-lula,folha,232,11,1,1,202,8,11,24,www1.folha.uol.com.br___poder_2018_04_advogados-entregam-ao-stf-abaixo-assinado-contra-prisao-apos-segunda-instancia.shtml.txt
1644,2,-1,prisao-lula,folha,269,4,3,0,234,7,9,26,www1.folha.uol.com.br___poder_2018_04_apos-pesquisa-petistas-reafirmam-candidatura-de-lula-e-criticam-datafolha.shtml.txt
1645,-3,-10,prisao-lula,folha,199,13,3,2,174,13,10,20,www1.folha.uol.com.br___poder_2018_04_apos-prisao-de-lula-pt-ainda-e-o-partido-preferido-do-eleitor-diz-datafolha.shtml.txt
1646,5,-6,prisao-lula,folha,531,17,11,4,454,24,29,56,www1.folha.uol.com.br___poder_2018_04_ataque-a-tiros-em-acampamento-pro-lula-em-curitiba-deixa-dois-feridos-diz-pt.shtml.txt
1647,0,-5,prisao-lula,folha,154,6,1,0,134,5,5,17,www1.folha.uol.com.br___poder_2018_04_busca-por-seguidor-de-bolsonaro-marca-manha-em-frente-a-prisao-de-lula.shtml.txt
1648,2,-1,prisao-lula,folha,191,7,6,3,158,11,13,25,www1.folha.uol.com.br___poder_2018_04_com-lula-preso-bolsonaro-mede-palavras-e-mira-ciro.shtml.txt
1649,-2,-1,prisao-lula,folha,134,4,3,1,111,9,7,15,www1.folha.uol.com.br___poder_2018_04_dono-do-bahamas-compra-9000-latas-de-cerveja-para-dar-em-comemoracao-a-prisao-de-lula.shtml.txt
1650,6,1,prisao-lula,folha,235,5,6,1,192,10,16,29,www1.folha.uol.com.br___poder_2018_04_em-curitiba-gleisi-pressiona-rosa-weber-e-diz-que-politicos-tentam-visita-a-lula.shtml.txt
1651,3,-4,prisao-lula,folha,109,9,5,0,96,7,10,10,www1.folha.uol.com.br___poder_2018_04_em-video-antes-de-ser-preso-lula-diz-que-moro-tem-mente-doentia.shtml.txt
1652,10,-1,prisao-lula,folha,248,10,9,3,200,11,21,38,www1.folha.uol.com.br___poder_2018_04_imprensa-internacional-destaca-a-queda-de-um-lider-apos-prisao-de-lula.shtml.txt
1653,9,-5,prisao-lula,folha,324,20,15,0,265,26,35,33,www1.folha.uol.com.br___poder_2018_04_lula-apresentara-2-recursos-ao-supremo.shtml.txt
1654,-15,-29,prisao-lula,folha,670,36,7,3,594,35,20,67,www1.folha.uol.com.br___poder_2018_04_lula-e-preso.shtml.txt
1655,11,9,prisao-lula,folha,315,7,16,3,254,15,26,46,www1.folha.uol.com.br___poder_2018_04_lula-recebe-a-visita-de-parentes-e-acampamento-de-apoiadores-e-alterado.shtml.txt
1656,-7,-2,prisao-lula,folha,202,9,7,1,181,12,5,21,www1.folha.uol.com.br___poder_2018_04_manifestantes-fazem-ato-na-sede-da-globo-em-sp-e-culpam-midia-por-prisao-de-lula.shtml.txt
1657,-7,0,prisao-lula,folha,296,8,8,3,257,23,16,19,www1.folha.uol.com.br___poder_2018_04_moro-decreta-prisao-de-lula-ex-presidente-tem-ate-17h-de-6a-para-se-entregar.shtml.txt
1658,13,3,prisao-lula,folha,359,9,12,0,320,6,19,35,www1.folha.uol.com.br___poder_2018_04_na-vespera-de-julgamento-sobre-lula-comandante-do-exercito-diz-repudiar-impunidade.shtml.txt
1659,-3,-2,prisao-lula,folha,114,5,3,0,91,10,7,14,www1.folha.uol.com.br___poder_2018_04_opositor-de-lula-e-hospitalizado-apos-confusao-no-instituto.shtml.txt
1660,9,-2,prisao-lula,folha,146,5,3,3,123,6,15,13,www1.folha.uol.com.br___poder_2018_04_pdt-tenta-na-justica-autorizacao-para-visita-de-ciro-a-lula.shtml.txt
1661,-2,-2,prisao-lula,folha,656,20,18,5,524,54,52,69,www1.folha.uol.com.br___poder_2018_04_por-6-a-5-supremo-nega-habeas-corpus-para-evitar-prisao-de-lula.shtml.txt
1662,1,-1,prisao-lula,folha,89,1,0,1,75,3,4,9,www1.folha.uol.com.br___poder_2018_04_primo-de-lula-e-baleado-e-morre-no-sabado-da-prisao-do-petista.shtml.txt
1663,-6,1,prisao-lula,folha,146,6,7,0,118,12,6,23,www1.folha.uol.com.br___poder_2018_04_pt-critica-decisao-do-stf-e-grupo-propoe-barreira-humana-contra-prisao.shtml.txt
